words,links,capital_words,spam_word_count,is_spam
474,2,3,0,0
230,1,2,2,0
197,2,3,1,0
35,2,3,2,0
217,2,1,1,0
155,1,1,0,0
164,10,12,9,1
699,4,11,10,1
39,4,0,1,0
272,1,1,2,0
101,0,1,6,0
131,1,2,4,0
87,0,0,1,0
205,2,1,2,0
416,2,0,2,0
227,1,0,4,0
497,3,5,7,1
988,8,16,2,1
161,3,9,3,1
858,5,12,3,1
239,1,0,3,0
152,3,20,2,1
85,8,4,9,1
773,7,1,4,1
167,3,29,3,1
250,5,5,2,0
151,0,4,2,0
155,5,9,2,0
497,1,8,1,0
190,10,1,4,1
200,0,0,2,0
983,2,11,0,1
264,1,4,1,0
476,10,11,8,1
42,1,2,2,0
220,9,24,2,1
136,0,1,2,0
31,1,2,1,0
172,0,1,2,0
294,0,2,5,0
438,3,1,3,1
271,1,9,0,0
283,5,3,0,0
89,5,15,9,1
164,1,3,1,0
597,10,4,7,1
156,1,9,1,0
56,3,1,5,1
611,4,21,5,1
29,4,2,0,0
824,1,0,8,1
352,0,3,0,0
177,2,3,1,0
193,2,1,1,1
909,1,25,4,1
451,1,2,1,0
133,2,0,0,0
889,9,11,6,1
292,1,3,1,0
247,3,3,8,1
68,2,2,0,0
376,2,26,7,1
173,0,9,0,0
199,2,2,0,0
70,2,5,2,0
81,2,1,2,0
290,1,0,0,0
154,5,0,2,0
558,6,24,5,1
406,6,13,1,1
189,0,2,6,0
943,10,7,7,1
124,0,4,3,0
187,4,10,3,0
274,2,0,2,0
275,1,0,0,0
123,1,3,1,0
202,0,2,0,0
70,2,3,0,0
119,0,27,7,1
230,2,3,1,0
829,1,6,6,1
241,0,0,3,0
39,2,3,2,0
243,8,30,7,1
423,1,0,0,0
112,1,0,6,0
213,2,3,3,0
160,2,2,0,0
416,3,5,8,1
171,1,0,5,1
797,9,9,6,1
218,2,2,0,0
217,1,22,4,1
220,0,2,2,0
231,2,0,2,0
222,2,0,5,0
69,7,27,6,1
51,0,2,2,0
978,6,3,3,1
87,0,3,0,0
274,1,3,1,0
935,9,17,10,1
106,7,11,1,1
288,5,1,2,0
251,2,2,2,0
279,2,1,1,0
419,2,10,3,1
156,3,11,6,1
617,2,14,6,1
26,4,1,1,0
380,4,4,7,1
119,5,23,1,1
744,6,2,3,1
142,0,0,2,0
192,1,9,2,0
222,3,26,9,1
194,3,19,3,1
237,1,1,1,0
111,2,7,3,1
314,8,28,2,1
735,7,30,1,1
216,2,3,2,0
88,0,1,1,0
109,3,2,0,1
517,6,19,4,1
871,8,6,6,1
300,0,1,1,0
53,2,0,2,0
282,1,0,0,0
261,6,5,5,1
799,9,1,8,1
412,1,2,2,0
137,0,3,1,0
302,9,22,8,1
39,1,0,0,0
991,5,26,3,1
297,0,2,2,0
614,4,28,0,1
52,1,1,2,0
149,2,0,0,0
142,8,16,1,1
36,2,1,3,0
71,0,0,2,0
238,0,2,2,0
870,7,1,10,1
830,9,23,10,1
134,1,1,3,0
856,10,13,0,1
94,3,2,2,0
142,1,21,0,1
214,1,2,3,0
46,2,3,1,0
159,3,0,2,0
231,0,4,2,0
82,5,30,8,1
203,0,7,2,0
246,5,9,3,1
62,0,3,3,0
293,2,1,1,0
109,1,1,1,0
117,2,24,5,1
333,1,5,10,1
928,9,5,4,1
343,0,30,10,1
389,1,27,2,1
958,7,26,7,1
155,1,1,6,0
280,1,0,1,0
641,1,8,7,1
61,1,2,1,0
72,2,1,2,0
250,2,3,6,0
109,1,5,2,0
100,7,21,6,1
384,2,1,0,0
248,0,12,6,1
156,2,2,5,0
351,10,7,4,1
640,2,29,7,1
213,0,0,4,0
818,4,7,5,1
298,0,2,0,0
820,3,20,6,1
177,2,3,0,0
908,5,4,8,1
107,3,29,10,1
162,2,3,1,0
955,6,10,8,1
295,2,2,1,0
45,2,1,5,0
284,2,3,1,0
882,7,21,3,1
135,0,3,0,1
188,0,0,2,0
255,2,26,1,1
374,10,30,5,1
138,5,8,7,1
848,8,0,3,1
103,1,3,1,0
454,4,15,2,1
80,2,3,0,0
232,0,3,1,0
503,10,13,3,1
924,8,15,10,1
366,0,5,0,0
452,4,20,5,1
129,1,8,2,0
171,6,14,10,1
261,2,0,2,0
33,1,3,1,0
446,0,2,0,0
66,0,0,1,0
133,2,1,0,1
145,0,0,1,0
630,5,5,4,1
158,2,2,1,0
151,3,11,4,1
255,0,24,10,1
953,8,9,4,1
434,4,8,7,1
220,1,0,0,0
776,10,9,3,1
91,3,0,2,0
46,0,3,2,0
193,6,5,2,1
316,2,13,8,1
860,5,16,6,1
394,9,3,8,1
780,9,7,3,1
965,10,10,8,1
514,5,7,10,1
330,1,3,3,1
224,1,3,0,0
173,10,22,8,1
765,6,9,7,1
140,0,2,1,0
174,4,7,2,0
107,2,0,2,0
167,0,2,1,0
228,1,1,1,0
99,0,0,2,0
158,3,0,1,0
689,10,21,1,1
226,2,0,1,0
213,2,10,4,0
182,1,1,1,0
961,7,1,4,1
394,8,27,9,1
56,2,3,0,0
67,1,0,4,0
643,5,27,6,1
716,0,2,6,1
127,2,2,5,0
418,0,2,2,0
865,7,10,8,1
55,2,1,0,0
908,2,27,9,1
525,3,20,1,1
681,7,22,1,1
717,8,22,7,1
275,0,8,4,0
904,3,5,2,1
291,4,1,10,1
846,3,22,7,1
409,10,25,4,1
650,6,17,9,1
171,1,2,0,0
151,1,0,6,0
397,1,1,2,0
698,8,14,0,1
155,2,25,8,1
269,0,7,0,0
307,4,26,10,1
938,9,6,3,1
197,1,1,4,0
638,4,5,9,1
131,5,10,2,1
825,6,21,8,1
475,1,7,7,1
183,2,0,5,0
238,0,10,0,0
239,2,7,2,0
165,1,10,1,0
247,5,2,1,0
64,2,0,5,0
162,2,4,0,0
263,0,2,2,0
211,5,3,1,0
284,9,26,6,1
649,1,19,10,1
220,2,2,1,0
677,7,28,7,1
446,1,0,2,0
129,3,14,3,1
146,4,28,5,1
56,10,7,4,1
429,2,24,6,1
294,1,0,1,0
356,2,1,8,1
242,0,3,0,0
80,2,0,2,0
295,0,1,0,0
170,2,0,0,0
166,1,2,4,0
286,4,3,2,0
298,2,6,1,0
260,3,2,1,0
219,4,0,2,0
410,5,22,9,1
101,2,3,1,0
133,0,10,2,0
112,1,2,2,0
237,1,9,2,0
38,1,3,2,0
958,2,19,4,1
277,1,1,0,0
153,8,24,5,1
200,2,3,0,0
54,1,1,6,0
591,1,18,9,1
145,1,2,0,0
479,1,0,1,0
268,0,2,1,0
91,5,4,4,1
988,3,14,4,1
46,1,0,2,0
552,4,23,9,1
496,2,2,2,0
137,2,30,10,1
914,10,5,10,1
412,6,6,4,1
353,2,7,5,1
546,4,7,4,1
257,1,8,0,0
893,1,26,8,1
243,1,1,0,0
362,8,23,8,1
282,4,26,6,1
158,9,25,9,1
157,8,0,10,1
352,2,0,5,0
529,5,9,7,1
199,2,22,4,1
106,1,3,0,0
739,5,5,5,1
223,2,1,2,0
231,1,3,4,0
153,5,13,3,1
212,9,6,8,1
69,3,29,3,1
979,2,19,6,1
333,2,0,2,0
72,7,7,1,1
21,0,1,1,0
603,10,11,3,1
543,5,2,5,1
171,1,7,0,0
30,0,2,4,0
917,2,17,3,1
372,8,6,9,1
153,8,6,6,1
50,1,1,0,0
171,0,1,0,0
193,2,3,1,0
278,2,3,0,0
662,4,13,8,1
140,3,24,8,1
294,2,3,3,0
154,2,3,5,0
295,4,3,0,0
633,8,19,7,1
690,2,11,8,1
132,3,5,10,1
393,8,10,3,1
432,0,2,0,0
162,4,2,5,0
187,0,2,0,0
138,2,11,3,1
89,10,28,4,1
142,9,24,10,1
38,2,0,6,0
44,0,0,6,0
186,2,5,6,1
381,4,6,2,0
135,3,23,9,1
139,3,21,4,1
295,3,1,2,0
43,0,0,0,0
35,5,3,1,0
398,1,0,1,0
81,10,0,8,1
160,1,3,0,0
164,2,0,8,1
32,1,3,1,0
172,1,2,4,0
131,10,16,7,1
242,1,1,3,0
250,2,3,1,0
120,1,3,0,0
874,1,1,5,1
281,1,2,1,0
682,3,13,10,1
763,6,1,3,1
302,2,1,0,0
324,5,25,8,1
218,2,2,1,0
891,8,5,2,1
215,1,1,0,0
140,10,21,9,1
130,0,0,0,0
865,2,14,4,1
110,3,0,2,0
119,0,3,1,0
105,2,8,0,0
170,5,1,0,0
290,0,1,1,0
74,1,3,0,0
207,0,9,1,0
731,4,12,10,1
734,5,20,5,1
449,5,26,4,1
75,0,2,10,1
222,4,3,2,0
623,9,5,3,1
195,1,0,0,0
532,7,25,4,1
117,2,0,2,0
32,0,3,1,0
749,1,4,3,1
327,0,3,0,0
20,1,3,0,0
153,5,0,0,0
241,2,19,3,1
153,2,10,5,0
720,5,9,3,1
211,1,9,0,0
172,9,2,6,1
161,4,4,1,1
155,0,7,0,0
192,3,16,3,1
149,2,0,0,0
78,0,1,2,0
199,0,2,4,0
102,2,5,10,1
638,2,13,10,1
184,9,6,3,1
785,5,17,4,1
77,5,27,6,1
55,0,6,2,0
268,4,1,1,0
819,9,15,4,1
206,1,1,2,0
166,9,29,7,1
283,2,3,5,0
189,10,26,4,1
252,10,17,9,1
341,3,11,8,1
778,3,10,3,1
988,6,0,3,1
243,1,3,2,0
933,2,7,3,1
211,1,2,0,0
67,5,2,2,0
241,5,26,3,1
118,7,24,7,1
221,1,0,0,0
533,1,30,5,1
181,2,1,2,0
704,2,9,10,1
487,0,2,1,0
143,2,1,1,0
92,0,3,1,0
146,4,0,6,0
221,0,2,1,0
997,6,6,7,1
186,10,28,6,1
217,8,0,10,1
133,0,20,6,1
277,2,1,1,0
900,2,2,1,1
78,6,21,3,1
427,3,3,0,0
226,3,19,4,1
590,2,30,8,1
657,2,4,3,1
130,3,13,5,1
458,1,3,9,1
161,9,17,9,1
55,2,0,1,0
159,1,2,1,0
259,7,0,5,1
61,3,0,6,1
425,6,2,5,1
241,2,2,2,0
293,6,27,10,1
619,2,29,8,1
298,3,22,8,1
528,7,5,8,1
127,0,4,0,0
118,3,23,1,1
92,6,11,10,1
132,2,5,6,0
66,0,0,2,0
35,5,1,1,0
873,0,17,8,1
472,2,1,2,0
150,0,10,0,0
229,5,10,0,0
91,1,9,5,0
207,6,2,5,1
63,1,2,0,0
493,2,5,1,0
235,1,0,1,0
349,8,7,2,1
297,2,0,2,0
81,10,24,4,1
135,2,2,1,0
60,1,2,2,0
101,3,0,1,1
125,4,6,10,1
82,3,1,10,1
167,5,3,1,0
593,4,20,3,1
306,0,26,10,1
835,10,4,8,1
454,2,0,5,0
71,2,0,1,0
977,7,8,4,1
195,0,0,1,0
681,4,18,10,1
294,2,3,0,0
788,3,10,3,1
174,0,24,4,1
757,9,12,7,1
897,7,4,10,1
414,5,2,7,1
937,8,7,8,1
292,2,0,1,0
515,3,2,3,1
161,0,2,0,0
862,3,5,5,1
59,2,13,9,1
100,1,0,1,0
74,0,2,0,0
506,10,9,10,1
173,1,7,2,1
183,1,23,3,1
846,3,16,5,1
979,5,1,7,1
180,0,25,10,1
260,8,5,4,1
195,4,0,2,0
749,8,26,9,1
127,4,3,1,0
190,9,22,8,1
261,10,27,6,1
210,2,3,4,0
400,3,22,10,1
130,6,23,4,1
514,2,11,3,1
294,0,1,2,0
160,2,1,2,0
22,5,1,0,0
326,1,2,0,0
579,3,9,7,1
155,2,1,3,0
259,0,0,1,0
318,7,26,5,1
174,2,2,3,0
192,0,17,7,1
422,5,23,7,1
40,2,8,1,0
269,3,0,1,0
926,3,22,5,1
259,0,3,1,0
346,1,4,5,0
784,2,5,10,1
599,4,15,10,1
485,1,0,2,0
623,3,15,10,1
78,6,17,6,1
122,2,3,2,0
411,1,3,2,0
169,8,25,9,1
200,5,3,2,0
637,5,8,10,1
551,0,21,8,1
188,2,2,1,0
705,2,5,10,1
706,4,6,7,1
371,2,9,5,1
20,2,3,0,0
696,6,28,8,1
149,1,0,1,0
262,1,0,0,0
158,10,26,4,1
195,2,0,1,0
123,0,0,2,0
150,4,16,0,1
165,1,0,0,0
146,0,1,2,0
638,5,29,8,1
816,9,12,5,1
676,5,24,5,1
148,2,15,3,1
519,6,8,6,1
539,4,4,3,1
371,0,1,3,1
280,0,7,0,0
510,2,27,3,1
283,8,30,1,1
84,3,7,2,0
82,7,28,9,1
355,1,27,6,1
132,0,10,0,0
43,0,1,1,0
133,1,2,2,0
175,1,13,6,1
79,2,3,6,0
170,5,1,0,0
826,7,5,0,1
287,1,3,1,0
98,0,8,1,0
302,2,2,2,0
849,0,30,2,1
567,5,16,3,1
959,9,28,10,1
209,3,0,0,0
740,9,17,3,1
290,10,18,0,1
325,2,3,0,0
194,10,27,5,1
993,5,18,5,1
794,2,6,9,1
374,4,18,8,1
519,6,5,10,1
392,0,19,1,1
192,2,30,7,1
504,8,6,4,1
176,0,11,1,1
186,2,2,2,0
30,1,2,2,0
327,7,0,9,1
218,6,18,9,1
750,7,4,10,1
802,4,10,4,1
394,8,25,8,1
180,5,10,0,0
59,0,20,7,1
844,10,8,1,1
222,1,2,0,0
78,2,0,2,0
78,8,17,2,1
90,3,7,5,1
701,4,7,7,1
395,1,3,4,0
200,3,2,0,0
189,4,8,9,1
163,3,5,9,1
347,0,3,1,0
46,1,2,0,0
479,1,0,1,0
204,1,8,2,0
50,3,26,2,1
100,7,20,5,1
154,2,23,9,1
199,5,17,2,1
202,2,2,0,0
863,7,17,5,1
167,9,9,4,1
216,0,2,2,0
456,7,24,9,1
179,0,3,0,0
379,1,0,0,0
255,4,1,4,0
496,1,0,0,0
629,7,29,10,1
71,2,0,2,0
73,0,3,1,0
435,9,6,5,1
717,5,30,4,1
33,2,1,1,0
92,1,0,1,0
402,1,1,1,0
102,1,2,0,0
134,2,16,2,1
341,4,27,3,1
208,2,0,0,0
41,1,3,3,0
100,0,3,1,0
245,0,1,2,0
277,2,1,2,0
192,1,0,2,0
868,7,5,7,1
220,2,0,1,0
923,2,17,1,1
132,2,2,0,0
154,2,1,2,0
529,3,0,8,1
129,3,30,1,1
849,2,10,5,1
242,0,0,2,0
301,10,3,6,1
684,0,19,2,1
240,5,19,9,1
426,10,29,2,1
644,2,16,2,1
287,2,0,0,0
551,3,29,6,1
862,3,2,4,1
971,10,19,4,1
247,2,4,5,0
101,1,14,6,1
131,7,20,10,1
262,2,3,2,0
875,2,21,7,1
168,2,7,2,0
275,2,0,0,0
80,0,30,2,1
273,2,2,5,0
197,3,3,2,0
237,1,3,2,0
430,8,16,3,1
848,2,1,4,1
833,1,19,7,1
89,2,1,0,0
879,8,19,6,1
130,2,3,0,0
943,7,30,4,1
103,4,0,2,0
443,1,28,6,1
180,1,1,2,0
880,5,22,5,1
596,2,6,2,1
156,2,3,2,0
206,5,3,1,0
388,3,21,9,1
64,1,2,2,0
329,3,1,2,0
76,5,0,2,0
127,2,30,4,1
120,7,5,2,1
70,2,0,1,0
694,7,25,10,1
642,5,6,6,1
160,1,1,2,0
631,2,30,4,1
213,0,0,2,0
686,8,14,10,1
364,6,20,3,1
137,2,0,6,1
672,5,13,10,1
737,2,4,7,1
476,0,1,2,0
292,1,3,0,0
889,2,24,10,1
80,0,2,6,0
983,5,4,7,1
891,8,10,3,1
27,2,2,0,0
205,1,8,0,0
700,6,22,4,1
113,0,2,4,0
429,1,3,4,0
750,2,13,6,1
935,8,12,5,1
294,7,27,3,1
170,6,25,1,1
184,8,2,6,1
648,7,21,4,1
283,0,2,0,0
458,9,16,5,1
154,3,27,0,1
730,3,17,10,1
162,9,21,4,1
343,5,5,0,0
318,2,3,0,0
865,2,27,7,1
419,8,8,6,1
123,3,2,2,0
206,3,1,1,0
389,2,18,5,1
110,6,10,8,1
322,9,22,9,1
30,2,1,0,0
366,2,3,0,0
451,1,29,10,1
649,7,11,0,1
275,1,5,0,0
51,1,2,0,0
138,6,13,5,1
78,2,3,2,0
888,2,8,5,1
322,5,2,1,0
694,5,24,4,1
145,3,26,3,1
569,10,30,8,1
882,9,23,2,1
176,4,5,5,1
429,2,2,1,0
959,2,30,3,1
192,10,23,6,1
789,0,14,0,1
134,9,11,1,1
289,0,2,3,0
107,1,1,0,0
796,3,25,2,1
953,10,29,7,1
51,2,1,0,0
143,4,0,8,1
193,1,1,1,0
92,3,29,10,1
82,3,26,9,1
165,0,10,1,0
139,1,0,3,0
274,2,2,5,1
445,2,3,2,0
736,2,25,5,1
194,2,1,0,0
589,2,3,10,1
753,1,5,3,1
125,1,0,0,0
60,3,25,9,1
159,5,0,2,0
189,2,2,2,0
231,1,20,5,1
355,5,13,4,1
428,1,0,1,0
476,8,18,9,1
897,9,23,10,1
26,1,3,0,0
156,2,4,8,1
710,8,12,9,1
64,5,9,2,1
120,2,21,3,1
765,1,26,10,1
892,6,8,6,1
764,6,14,10,1
260,0,0,0,0
108,0,1,6,0
402,2,3,2,0
47,1,8,1,0
292,0,1,0,0
156,1,3,2,0
82,0,2,1,0
568,8,20,0,1
72,2,19,4,1
125,2,6,0,0
205,0,2,1,0
649,9,5,9,1
94,0,0,0,0
910,1,7,4,1
56,1,2,2,0
872,7,11,7,1
259,3,15,6,1
578,9,21,10,1
133,1,5,0,0
114,0,8,1,0
68,8,2,8,1
431,6,20,10,1
300,9,4,6,1
208,2,1,0,0
290,2,2,2,0
476,2,1,9,1
247,8,8,8,1
79,1,0,2,0
757,9,30,3,1
188,7,10,7,1
935,4,10,8,1
460,2,13,8,1
233,5,0,0,0
275,2,2,2,0
141,1,2,3,1
351,1,0,0,0
581,0,13,6,1
871,8,5,4,1
215,2,0,1,0
95,2,3,0,0
180,3,30,5,1
399,0,3,2,0
137,3,3,2,0
176,1,1,2,0
291,1,2,4,0
82,5,21,0,1
47,2,0,2,0
273,2,0,0,0
832,1,5,3,1
152,2,1,2,0
285,0,3,1,0
352,5,23,4,1
168,3,6,0,1
839,6,0,8,1
731,10,3,0,1
115,1,2,0,0
430,7,5,9,1
743,6,7,0,1
768,7,19,3,1
962,2,19,8,1
66,2,14,5,1
531,3,25,3,1
129,2,0,1,0
439,3,27,9,1
163,0,7,1,0
344,0,3,1,0
262,0,3,0,0
61,2,2,3,0
144,0,0,9,1
403,3,4,4,1
938,5,30,7,1
77,5,2,1,0
124,2,0,2,0
205,1,0,5,0
75,0,2,1,0
948,8,2,8,1
884,4,5,8,1
202,1,1,2,0
595,0,27,6,1
63,2,3,2,0
338,6,25,4,1
68,0,1,2,0
196,0,1,0,0
153,2,29,4,1
30,4,1,1,0
44,0,0,2,0
97,0,3,0,0
803,0,16,5,1
980,2,9,9,1
171,3,15,6,1
119,0,2,0,0
116,10,25,7,1
240,8,0,9,1
149,6,25,5,1
136,9,10,3,1
856,6,4,4,1
162,5,23,8,1
37,2,2,0,0
228,1,1,5,0
736,3,3,9,1
272,1,2,1,0
900,7,17,5,1
601,2,25,5,1
380,2,5,2,0
839,1,27,10,1
513,2,23,3,1
192,2,3,2,0
235,0,0,1,0
910,8,4,1,1
184,0,1,3,0
349,7,4,1,1
431,1,18,10,1
204,1,1,3,0
304,3,25,8,1
361,0,3,0,0
291,1,1,2,0
65,6,16,10,1
61,4,17,3,1
440,1,3,2,0
163,2,0,0,0
905,4,11,8,1
338,2,2,0,0
414,8,11,10,1
153,4,1,1,0
167,2,0,2,0
64,1,2,0,0
194,1,4,5,0
130,7,2,6,1
255,10,7,10,1
585,9,9,0,1
923,2,26,10,1
56,9,3,3,1
323,3,25,3,1
21,0,1,1,0
671,7,7,9,1
827,0,26,2,1
34,2,6,2,0
119,2,9,6,1
245,2,2,2,0
167,5,1,1,0
294,2,3,5,0
212,3,7,0,0
601,5,14,0,1
246,9,19,3,1
87,10,9,8,1
63,2,5,2,0
40,2,1,1,0
194,1,3,1,0
185,1,0,7,1
65,7,15,6,1
289,0,1,1,0
118,1,7,0,0
107,1,0,2,0
249,0,3,2,0
165,2,3,0,0
632,0,24,4,1
119,0,3,1,0
174,1,2,2,0
40,2,3,2,0
220,2,1,1,0
219,0,0,0,0
721,3,27,3,1
197,0,1,6,0
30,0,0,2,0
825,3,22,10,1
759,8,11,8,1
54,1,6,0,0
321,9,11,6,1
82,10,8,0,1
217,3,18,9,1
78,2,0,1,0
179,2,3,0,0
241,2,3,1,0
79,1,3,3,0
188,1,7,0,0
161,0,1,2,0
728,6,5,9,1
520,3,24,0,1
814,0,7,9,1
65,3,2,1,0
386,0,0,1,0
199,7,5,4,1
160,9,0,3,1
126,3,21,9,1
81,1,3,1,0
121,7,5,8,1
196,1,1,2,0
401,0,3,2,0
161,2,1,1,0
246,1,2,4,0
247,1,2,2,0
256,1,3,1,0
26,0,6,3,0
246,1,7,0,0
199,2,2,1,0
126,2,1,2,0
156,2,11,10,1
197,2,10,4,1
788,1,29,5,1
232,0,0,1,0
383,0,19,4,1
181,2,12,2,1
455,2,3,1,0
895,4,22,2,1
66,2,29,3,1
492,10,5,3,1
205,1,0,2,0
217,8,24,2,1
418,1,1,2,0
765,4,6,10,1
199,10,15,4,1
193,1,3,1,0
402,3,4,10,1
182,1,0,0,0
76,1,15,4,1
249,0,2,4,0
107,10,11,1,1
428,9,5,2,1
231,4,3,2,0
159,1,0,2,0
298,2,1,6,0
137,7,18,7,1
167,0,9,1,0
612,8,28,9,1
170,0,3,1,0
125,1,27,4,1
116,2,5,0,0
923,6,19,9,1
148,2,0,2,0
204,2,3,0,0
487,5,3,2,0
268,0,1,0,0
192,0,29,4,1
274,1,1,0,0
164,9,25,6,1
665,2,23,0,1
675,9,26,2,1
188,0,0,1,0
121,1,2,3,0
88,7,24,7,1
151,3,26,10,1
453,1,7,0,1
110,5,0,1,0
238,1,6,2,0
892,7,3,4,1
48,0,1,5,0
387,0,2,0,0
413,1,6,1,0
278,10,11,6,1
652,3,26,1,1
740,8,14,6,1
253,1,0,2,0
183,5,2,0,0
374,4,10,9,1
73,5,0,3,1
169,0,8,6,0
146,1,2,0,0
222,2,0,2,0
154,4,28,7,1
385,4,2,6,1
208,2,15,0,1
90,4,27,10,1
121,2,10,3,1
454,0,0,0,0
299,0,2,0,0
131,1,0,1,0
